"cond";"par";"gamma";"performance";"pred_perf";"obs_perf";"deviance"
"BPV1";0.4;1.55;0.574;0.554873886430255;0.74;0.0342716779254382
"BPV1";0.4;1.6;0.569;0.554726396701299;0.74;0.0343263080792845
"BPV1";0.4;1.65;0.559;0.554765820384052;0.74;0.0343117012979933
"BPV1";0.4;1.7;0.552;0.554942346402458;0.74;0.0342463351550278
"BPV1";0.4;1.75;0.537;0.555206163680462;0.74;0.0341487619416922
"BPV1";0.4;1.8;0.559;0.55554784734846;0.74;0.0340225966177871
"BPV1";0.4;1.85;0.558;0.555998765985376;0.74;0.0338564541189045
"BPV1";0.4;1.9;0.566;0.556570298687945;0.74;0.0336464553234296
"BPV1";0.4;1.95;0.564;0.557273824552904;0.74;0.033388855193523
"BPV1";0.4;2;0.544;0.558120722676986;0.74;0.0330800715195418
"BPV1";0.45;0.05;1;1.03688024656046;0.74;0.0881378807978025
"BPV1";0.45;0.1;1;0.984882055677448;0.74;0.0599672211928125
"BPV1";0.45;0.15;0.97;0.935840077631289;0.74;0.0383533360066293
"BPV1";0.45;0.2;0.919;0.889844958394117;0.74;0.0224535115561346
"BPV1";0.45;0.25;0.865;0.846987343938058;0.74;0.0114462917629204
"BPV1";0.45;0.3;0.801;0.807333840564223;0.74;0.00453384608512823
"BPV1";0.45;0.35;0.748;0.77080421242929;0.74;0.000948899503388797
"BPV1";0.45;0.4;0.709;0.737268842288737;0.74;7.45922244379365e-06
"BPV1";0.45;0.45;0.676;0.706598112898043;0.74;0.00111568606197187
"BPV1";0.45;0.5;0.675;0.678662407012688;0.74;0.00376230031347709
"BPV1";0.45;0.55;0.625;0.654023661318633;0.74;0.00739193081305312
"BPV1";0.45;0.6;0.61;0.633003239468937;0.74;0.0114483067641415
"BPV1";0.45;0.65;0.633;0.615110664669731;0.74;0.0155973460792364
"BPV1";0.45;0.7;0.615;0.599855460127142;0.74;0.019640492056175
"BPV1";0.45;0.75;0.604;0.586747149047301;0.74;0.0234864363251301
"BPV1";0.45;0.8;0.575;0.577501575696353;0.74;0.0264057379011682
"BPV1";0.45;0.85;0.552;0.572858670510918;0.74;0.0279362240233778
"BPV1";0.45;0.9;0.579;0.570864085952843;0.74;0.0286069574205674
"BPV1";0.45;0.95;0.552;0.56956347448397;0.74;0.0290486092299765
"BPV1";0.45;1;0.574;0.567002488566143;0.74;0.0299281389623074
"BPV1";0.45;1.05;0.583;0.564573137160229;0.74;0.0307745842058039
"BPV1";0.45;1.1;0.556;0.564269587892643;0.74;0.0308811777394214
"BPV1";0.45;1.15;0.574;0.56504073122356;0.74;0.0306107457307864
